,colorIdentity,U,R,G,W,B ,None
24242,R,0,1,0,0,0,0
24245,U,1,0,0,0,0,0
24248,U,1,0,0,0,0,0
24249,GW,0,0,1,1,0,0
24252,B,0,0,0,0,1,0
24253,,0,0,0,0,0,1
24255,W,0,0,0,1,0,0
24256,G,0,0,1,0,0,0
24257,UW,1,0,0,1,0,0
24259,,0,0,0,0,0,1
24260,,0,0,0,0,0,1
24263,B,0,0,0,0,1,0
24264,G,0,0,1,0,0,0
24265,BGRUW,1,1,1,1,1,0
24275,B,0,0,0,0,1,0
24276,U,1,0,0,0,0,0
24280,,0,0,0,0,0,1
24281,U,1,0,0,0,0,0
24284,R,0,1,0,0,0,0
24286,U,1,0,0,0,0,0
24288,U,1,0,0,0,0,0
24290,G,0,0,1,0,0,0
24293,U,1,0,0,0,0,0
24300,U,1,0,0,0,0,0
24301,B,0,0,0,0,1,0
24303,W,0,0,0,1,0,0
24304,,0,0,0,0,0,1
24310,B,0,0,0,0,1,0
24312,BRU,1,1,0,0,1,0
24315,G,0,0,1,0,0,0
24317,R,0,1,0,0,0,0
24319,R,0,1,0,0,0,0
24320,BGW,0,0,1,1,1,0
24322,G,0,0,1,0,0,0
24325,BR,0,1,0,0,1,0
24326,U,1,0,0,0,0,0
24329,R,0,1,0,0,0,0
24330,W,0,0,0,1,0,0
24331,G,0,0,1,0,0,0
24332,W,0,0,0,1,0,0
24335,BW,0,0,0,1,1,0
24340,,0,0,0,0,0,1
24341,G,0,0,1,0,0,0
24342,,0,0,0,0,0,1
24343,U,1,0,0,0,0,0
24344,R,0,1,0,0,0,0
24345,W,0,0,0,1,0,0
24346,U,1,0,0,0,0,0
24347,G,0,0,1,0,0,0
24348,B,0,0,0,0,1,0
24352,U,1,0,0,0,0,0
24354,R,0,1,0,0,0,0
24356,,0,0,0,0,0,1
24359,U,1,0,0,0,0,0
24365,G,0,0,1,0,0,0
24369,,0,0,0,0,0,1
24374,B,0,0,0,0,1,0
24376,BUW,1,0,0,1,1,0
24377,U,1,0,0,0,0,0
24379,GR,0,1,1,0,0,0
24383,,0,0,0,0,0,1
24384,U,1,0,0,0,0,0
24385,B,0,0,0,0,1,0
24386,U,1,0,0,0,0,0
24388,W,0,0,0,1,0,0
24391,U,1,0,0,0,0,0
24392,B,0,0,0,0,1,0
24393,G,0,0,1,0,0,0
24397,R,0,1,0,0,0,0
24402,G,0,0,1,0,0,0
24407,W,0,0,0,1,0,0
24408,B,0,0,0,0,1,0
24412,W,0,0,0,1,0,0
24414,B,0,0,0,0,1,0
24418,,0,0,0,0,0,1
24419,U,1,0,0,0,0,0
24432,,0,0,0,0,0,1
24434,,0,0,0,0,0,1
24436,R,0,1,0,0,0,0
24437,R,0,1,0,0,0,0
24439,,0,0,0,0,0,1
24440,G,0,0,1,0,0,0
24442,B,0,0,0,0,1,0
24443,,0,0,0,0,0,1
24446,RU,1,1,0,0,0,0
24448,B,0,0,0,0,1,0
24449,B,0,0,0,0,1,0
24450,W,0,0,0,1,0,0
24451,U,1,0,0,0,0,0
24453,UW,1,0,0,1,0,0
24455,,0,0,0,0,0,1
24456,RW,0,1,0,1,0,0
24457,U,1,0,0,0,0,0
24463,U,1,0,0,0,0,0
24468,R,0,1,0,0,0,0
24473,RU,1,1,0,0,0,0
24474,,0,0,0,0,0,1
24477,,0,0,0,0,0,1
24479,B,0,0,0,0,1,0
24483,,0,0,0,0,0,1
24485,U,1,0,0,0,0,0
24486,W,0,0,0,1,0,0
24487,W,0,0,0,1,0,0
24489,,0,0,0,0,0,1
24490,W,0,0,0,1,0,0
24492,R,0,1,0,0,0,0
24493,B,0,0,0,0,1,0
24496,W,0,0,0,1,0,0
24502,R,0,1,0,0,0,0
24503,U,1,0,0,0,0,0
24508,GW,0,0,1,1,0,0
24509,BU,1,0,0,0,1,0
24514,B,0,0,0,0,1,0
24516,GR,0,1,1,0,0,0
24519,W,0,0,0,1,0,0
24523,U,1,0,0,0,0,0
24528,B,0,0,0,0,1,0
24529,,0,0,0,0,0,1
24534,R,0,1,0,0,0,0
24535,U,1,0,0,0,0,0
24536,U,1,0,0,0,0,0
24544,U,1,0,0,0,0,0
24548,R,0,1,0,0,0,0
24549,BW,0,0,0,1,1,0
24552,G,0,0,1,0,0,0
24561,B,0,0,0,0,1,0
24567,,0,0,0,0,0,1
24568,GU,1,0,1,0,0,0
24572,B,0,0,0,0,1,0
24574,,0,0,0,0,0,1
24576,UW,1,0,0,1,0,0
24581,W,0,0,0,1,0,0
24583,B,0,0,0,0,1,0
24584,R,0,1,0,0,0,0
24585,,0,0,0,0,0,1
24587,RU,1,1,0,0,0,0
24588,R,0,1,0,0,0,0
24589,B,0,0,0,0,1,0
24591,,0,0,0,0,0,1
24592,B,0,0,0,0,1,0
24594,R,0,1,0,0,0,0
24595,U,1,0,0,0,0,0
24598,B,0,0,0,0,1,0
24603,G,0,0,1,0,0,0
24606,G,0,0,1,0,0,0
24612,B,0,0,0,0,1,0
24616,B,0,0,0,0,1,0
24620,R,0,1,0,0,0,0
24623,R,0,1,0,0,0,0
24625,BU,1,0,0,0,1,0
24626,R,0,1,0,0,0,0
24628,G,0,0,1,0,0,0
24629,B,0,0,0,0,1,0
24631,RW,0,1,0,1,0,0
24632,W,0,0,0,1,0,0
24633,B,0,0,0,0,1,0
24640,G,0,0,1,0,0,0
24645,U,1,0,0,0,0,0
24650,UW,1,0,0,1,0,0
24652,BG,0,0,1,0,1,0
24658,R,0,1,0,0,0,0
24662,G,0,0,1,0,0,0
24663,U,1,0,0,0,0,0
24665,B,0,0,0,0,1,0
24666,W,0,0,0,1,0,0
24674,G,0,0,1,0,0,0
24675,BG,0,0,1,0,1,0
24678,W,0,0,0,1,0,0
24689,R,0,1,0,0,0,0
24693,W,0,0,0,1,0,0
24694,,0,0,0,0,0,1
24696,B,0,0,0,0,1,0
24697,B,0,0,0,0,1,0
24700,,0,0,0,0,0,1
24701,,0,0,0,0,0,1
24702,U,1,0,0,0,0,0
24703,U,1,0,0,0,0,0
24709,BU,1,0,0,0,1,0
24718,BU,1,0,0,0,1,0
24724,U,1,0,0,0,0,0
24726,G,0,0,1,0,0,0
24728,,0,0,0,0,0,1
24730,,0,0,0,0,0,1
24734,RW,0,1,0,1,0,0
24738,W,0,0,0,1,0,0
24740,B,0,0,0,0,1,0
24749,G,0,0,1,0,0,0
24751,G,0,0,1,0,0,0
24752,RU,1,1,0,0,0,0
24753,B,0,0,0,0,1,0
24754,B,0,0,0,0,1,0
24757,G,0,0,1,0,0,0
24763,W,0,0,0,1,0,0
24765,R,0,1,0,0,0,0
24766,W,0,0,0,1,0,0
24769,GW,0,0,1,1,0,0
24772,B,0,0,0,0,1,0
24774,B,0,0,0,0,1,0
24776,BG,0,0,1,0,1,0
24782,R,0,1,0,0,0,0
24783,B,0,0,0,0,1,0
24787,R,0,1,0,0,0,0
24788,R,0,1,0,0,0,0
24794,W,0,0,0,1,0,0
24795,BG,0,0,1,0,1,0
24797,W,0,0,0,1,0,0
24800,B,0,0,0,0,1,0
24801,RW,0,1,0,1,0,0
24803,W,0,0,0,1,0,0
24810,BR,0,1,0,0,1,0
24815,R,0,1,0,0,0,0
24816,U,1,0,0,0,0,0
24819,B,0,0,0,0,1,0
24823,U,1,0,0,0,0,0
24826,GW,0,0,1,1,0,0
24831,W,0,0,0,1,0,0
24834,G,0,0,1,0,0,0
24838,,0,0,0,0,0,1
24853,U,1,0,0,0,0,0
24854,R,0,1,0,0,0,0
24856,G,0,0,1,0,0,0
24860,W,0,0,0,1,0,0
24863,W,0,0,0,1,0,0
24864,BG,0,0,1,0,1,0
24868,G,0,0,1,0,0,0
24870,W,0,0,0,1,0,0
24871,BU,1,0,0,0,1,0
24874,,0,0,0,0,0,1
24876,,0,0,0,0,0,1
24879,,0,0,0,0,0,1
24880,,0,0,0,0,0,1
24881,G,0,0,1,0,0,0
24882,,0,0,0,0,0,1
24884,BR,0,1,0,0,1,0
24885,G,0,0,1,0,0,0
24886,B,0,0,0,0,1,0
24891,U,1,0,0,0,0,0
24893,U,1,0,0,0,0,0
24894,G,0,0,1,0,0,0
24898,GR,0,1,1,0,0,0
24901,B,0,0,0,0,1,0
24902,W,0,0,0,1,0,0
24904,W,0,0,0,1,0,0
24909,U,1,0,0,0,0,0
24913,G,0,0,1,0,0,0
24918,U,1,0,0,0,0,0
24921,W,0,0,0,1,0,0
24927,U,1,0,0,0,0,0
24930,R,0,1,0,0,0,0
24931,G,0,0,1,0,0,0
24934,,0,0,0,0,0,1
24935,B,0,0,0,0,1,0
24936,UW,1,0,0,1,0,0
24937,,0,0,0,0,0,1
24938,R,0,1,0,0,0,0
24940,RU,1,1,0,0,0,0
24945,BU,1,0,0,0,1,0
24946,W,0,0,0,1,0,0
24947,U,1,0,0,0,0,0
24949,W,0,0,0,1,0,0
24954,W,0,0,0,1,0,0
24955,G,0,0,1,0,0,0
24957,W,0,0,0,1,0,0
24958,BG,0,0,1,0,1,0
24960,W,0,0,0,1,0,0
24962,B,0,0,0,0,1,0
24965,GR,0,1,1,0,0,0
24967,G,0,0,1,0,0,0
24971,G,0,0,1,0,0,0
24975,G,0,0,1,0,0,0
24976,R,0,1,0,0,0,0
24980,R,0,1,0,0,0,0
24986,G,0,0,1,0,0,0
24988,R,0,1,0,0,0,0
24989,GR,0,1,1,0,0,0
24991,W,0,0,0,1,0,0
24992,G,0,0,1,0,0,0
24995,G,0,0,1,0,0,0
24996,BU,1,0,0,0,1,0
24998,GR,0,1,1,0,0,0
24999,W,0,0,0,1,0,0
25002,U,1,0,0,0,0,0
25004,,0,0,0,0,0,1
25005,G,0,0,1,0,0,0
25006,W,0,0,0,1,0,0
25009,G,0,0,1,0,0,0
25015,U,1,0,0,0,0,0
25018,,0,0,0,0,0,1
25021,BUW,1,0,0,1,1,0
25026,BGR,0,1,1,0,1,0
25029,W,0,0,0,1,0,0
25031,BUW,1,0,0,1,1,0
25034,B,0,0,0,0,1,0
25035,,0,0,0,0,0,1
25038,G,0,0,1,0,0,0
25046,U,1,0,0,0,0,0
25047,B,0,0,0,0,1,0
25050,W,0,0,0,1,0,0
25051,G,0,0,1,0,0,0
25054,,0,0,0,0,0,1
25060,R,0,1,0,0,0,0
25061,U,1,0,0,0,0,0
25062,U,1,0,0,0,0,0
25065,G,0,0,1,0,0,0
25076,W,0,0,0,1,0,0
25077,R,0,1,0,0,0,0
25079,B,0,0,0,0,1,0
25080,U,1,0,0,0,0,0
25084,G,0,0,1,0,0,0
25087,U,1,0,0,0,0,0
25088,W,0,0,0,1,0,0
25093,W,0,0,0,1,0,0
25096,W,0,0,0,1,0,0
25100,W,0,0,0,1,0,0
25101,,0,0,0,0,0,1
25106,U,1,0,0,0,0,0
25107,W,0,0,0,1,0,0
25110,U,1,0,0,0,0,0
25111,W,0,0,0,1,0,0
25112,U,1,0,0,0,0,0
25113,W,0,0,0,1,0,0
25114,W,0,0,0,1,0,0
25116,R,0,1,0,0,0,0
25121,U,1,0,0,0,0,0
25125,G,0,0,1,0,0,0
25129,W,0,0,0,1,0,0
25131,R,0,1,0,0,0,0
25143,U,1,0,0,0,0,0
25146,GR,0,1,1,0,0,0
25148,U,1,0,0,0,0,0
25153,B,0,0,0,0,1,0
25154,W,0,0,0,1,0,0
25155,B,0,0,0,0,1,0
25159,B,0,0,0,0,1,0
25160,,0,0,0,0,0,1
25162,G,0,0,1,0,0,0
25163,B,0,0,0,0,1,0
25164,U,1,0,0,0,0,0
25166,B,0,0,0,0,1,0
25169,W,0,0,0,1,0,0
25170,W,0,0,0,1,0,0
25172,BW,0,0,0,1,1,0
25175,U,1,0,0,0,0,0
25178,B,0,0,0,0,1,0
25180,GU,1,0,1,0,0,0
25181,GRW,0,1,1,1,0,0
25184,BG,0,0,1,0,1,0
25187,W,0,0,0,1,0,0
25188,G,0,0,1,0,0,0
25190,B,0,0,0,0,1,0
25197,,0,0,0,0,0,1
25202,G,0,0,1,0,0,0
25203,R,0,1,0,0,0,0
25206,U,1,0,0,0,0,0
25207,B,0,0,0,0,1,0
25208,,0,0,0,0,0,1
25213,B,0,0,0,0,1,0
25219,U,1,0,0,0,0,0
25223,W,0,0,0,1,0,0
25227,,0,0,0,0,0,1
25231,R,0,1,0,0,0,0
25232,GR,0,1,1,0,0,0
25235,,0,0,0,0,0,1
25236,U,1,0,0,0,0,0
25238,R,0,1,0,0,0,0
25244,G,0,0,1,0,0,0
25248,R,0,1,0,0,0,0
25249,UW,1,0,0,1,0,0
25251,BR,0,1,0,0,1,0
25253,,0,0,0,0,0,1
25256,,0,0,0,0,0,1
25257,W,0,0,0,1,0,0
25258,U,1,0,0,0,0,0
25263,W,0,0,0,1,0,0
25266,B,0,0,0,0,1,0
25270,B,0,0,0,0,1,0
25273,R,0,1,0,0,0,0
25274,,0,0,0,0,0,1
25275,G,0,0,1,0,0,0
25276,B,0,0,0,0,1,0
25279,R,0,1,0,0,0,0
25282,,0,0,0,0,0,1
25284,B,0,0,0,0,1,0
25285,,0,0,0,0,0,1
25287,U,1,0,0,0,0,0
25290,W,0,0,0,1,0,0
25292,B,0,0,0,0,1,0
25293,W,0,0,0,1,0,0
25294,,0,0,0,0,0,1
25300,B,0,0,0,0,1,0
25301,BGRUW,1,1,1,1,1,0
25304,UW,1,0,0,1,0,0
25306,G,0,0,1,0,0,0
25307,R,0,1,0,0,0,0
25308,B,0,0,0,0,1,0
25311,,0,0,0,0,0,1
25312,B,0,0,0,0,1,0
25319,B,0,0,0,0,1,0
25326,B,0,0,0,0,1,0
25327,G,0,0,1,0,0,0
25333,W,0,0,0,1,0,0
25335,GRW,0,1,1,1,0,0
25336,R,0,1,0,0,0,0
25339,B,0,0,0,0,1,0
25341,,0,0,0,0,0,1
25342,R,0,1,0,0,0,0
25343,R,0,1,0,0,0,0
25345,G,0,0,1,0,0,0
25346,W,0,0,0,1,0,0
25349,U,1,0,0,0,0,0
25351,R,0,1,0,0,0,0
25353,G,0,0,1,0,0,0
25355,BG,0,0,1,0,1,0
25356,R,0,1,0,0,0,0
25366,W,0,0,0,1,0,0
25367,R,0,1,0,0,0,0
25369,GW,0,0,1,1,0,0
25373,R,0,1,0,0,0,0
25375,G,0,0,1,0,0,0
25376,R,0,1,0,0,0,0
25377,B,0,0,0,0,1,0
25380,W,0,0,0,1,0,0
25384,B,0,0,0,0,1,0
25388,G,0,0,1,0,0,0
25393,W,0,0,0,1,0,0
25396,GR,0,1,1,0,0,0
25397,BG,0,0,1,0,1,0
25398,GR,0,1,1,0,0,0
25400,G,0,0,1,0,0,0
25401,,0,0,0,0,0,1
25409,G,0,0,1,0,0,0
25411,,0,0,0,0,0,1
25413,,0,0,0,0,0,1
25419,,0,0,0,0,0,1
25420,UW,1,0,0,1,0,0
25424,BW,0,0,0,1,1,0
25428,G,0,0,1,0,0,0
25429,U,1,0,0,0,0,0
25430,BR,0,1,0,0,1,0
25431,B,0,0,0,0,1,0
25432,U,1,0,0,0,0,0
25434,G,0,0,1,0,0,0
25436,BW,0,0,0,1,1,0
25437,G,0,0,1,0,0,0
25439,BRW,0,1,0,1,1,0
25441,W,0,0,0,1,0,0
25442,,0,0,0,0,0,1
25445,W,0,0,0,1,0,0
25446,GUW,1,0,1,1,0,0
25447,R,0,1,0,0,0,0
25451,U,1,0,0,0,0,0
25454,GW,0,0,1,1,0,0
25455,U,1,0,0,0,0,0
25456,,0,0,0,0,0,1
25458,,0,0,0,0,0,1
25459,W,0,0,0,1,0,0
25461,G,0,0,1,0,0,0
25470,U,1,0,0,0,0,0
25474,B,0,0,0,0,1,0
25476,B,0,0,0,0,1,0
25481,G,0,0,1,0,0,0
25482,BG,0,0,1,0,1,0
25484,G,0,0,1,0,0,0
25485,G,0,0,1,0,0,0
25486,U,1,0,0,0,0,0
25490,G,0,0,1,0,0,0
25494,R,0,1,0,0,0,0
25495,U,1,0,0,0,0,0
25504,W,0,0,0,1,0,0
25507,G,0,0,1,0,0,0
25511,W,0,0,0,1,0,0
25513,G,0,0,1,0,0,0
25514,,0,0,0,0,0,1
25518,,0,0,0,0,0,1
25522,RU,1,1,0,0,0,0
25525,B,0,0,0,0,1,0
25527,W,0,0,0,1,0,0
25530,B,0,0,0,0,1,0
25531,R,0,1,0,0,0,0
25533,G,0,0,1,0,0,0
25534,U,1,0,0,0,0,0
25535,B,0,0,0,0,1,0
25536,G,0,0,1,0,0,0
25537,W,0,0,0,1,0,0
25538,W,0,0,0,1,0,0
25542,W,0,0,0,1,0,0
25545,R,0,1,0,0,0,0
25548,W,0,0,0,1,0,0
25554,G,0,0,1,0,0,0
25560,BG,0,0,1,0,1,0
25570,,0,0,0,0,0,1
25571,G,0,0,1,0,0,0
25572,R,0,1,0,0,0,0
25573,R,0,1,0,0,0,0
25574,B,0,0,0,0,1,0
25575,R,0,1,0,0,0,0
25576,B,0,0,0,0,1,0
25578,,0,0,0,0,0,1
25579,B,0,0,0,0,1,0
25581,R,0,1,0,0,0,0
25585,R,0,1,0,0,0,0
25592,,0,0,0,0,0,1
25594,R,0,1,0,0,0,0
25598,B,0,0,0,0,1,0
25601,R,0,1,0,0,0,0
25603,G,0,0,1,0,0,0
25604,B,0,0,0,0,1,0
25605,B,0,0,0,0,1,0
25610,W,0,0,0,1,0,0
25612,G,0,0,1,0,0,0
25613,R,0,1,0,0,0,0
25614,U,1,0,0,0,0,0
25617,G,0,0,1,0,0,0
25618,GW,0,0,1,1,0,0
25624,,0,0,0,0,0,1
25629,,0,0,0,0,0,1
25641,,0,0,0,0,0,1
25642,U,1,0,0,0,0,0
25647,R,0,1,0,0,0,0
25651,W,0,0,0,1,0,0
25653,W,0,0,0,1,0,0
25655,R,0,1,0,0,0,0
25657,U,1,0,0,0,0,0
25658,R,0,1,0,0,0,0
25659,W,0,0,0,1,0,0
25662,RU,1,1,0,0,0,0
25663,G,0,0,1,0,0,0
25666,R,0,1,0,0,0,0
25680,G,0,0,1,0,0,0
25682,B,0,0,0,0,1,0
25688,B,0,0,0,0,1,0
25692,W,0,0,0,1,0,0
25697,R,0,1,0,0,0,0
25698,R,0,1,0,0,0,0
25701,G,0,0,1,0,0,0
25704,R,0,1,0,0,0,0
25707,BGW,0,0,1,1,1,0
25709,G,0,0,1,0,0,0
25713,R,0,1,0,0,0,0
25717,B,0,0,0,0,1,0
25719,B,0,0,0,0,1,0
25723,GRU,1,1,1,0,0,0
25727,U,1,0,0,0,0,0
25730,BU,1,0,0,0,1,0
25731,U,1,0,0,0,0,0
25735,R,0,1,0,0,0,0
25738,B,0,0,0,0,1,0
25739,,0,0,0,0,0,1
25742,B,0,0,0,0,1,0
25743,U,1,0,0,0,0,0
25746,,0,0,0,0,0,1
25750,R,0,1,0,0,0,0
25753,,0,0,0,0,0,1
25754,B,0,0,0,0,1,0
25757,B,0,0,0,0,1,0
25758,BUW,1,0,0,1,1,0
25760,GR,0,1,1,0,0,0
25763,U,1,0,0,0,0,0
25764,BR,0,1,0,0,1,0
25766,W,0,0,0,1,0,0
25767,U,1,0,0,0,0,0
25768,B,0,0,0,0,1,0
25773,W,0,0,0,1,0,0
25774,W,0,0,0,1,0,0
25775,G,0,0,1,0,0,0
25778,BUW,1,0,0,1,1,0
25788,RW,0,1,0,1,0,0
25795,,0,0,0,0,0,1
25798,R,0,1,0,0,0,0
25799,B,0,0,0,0,1,0
25800,R,0,1,0,0,0,0
25803,R,0,1,0,0,0,0
25805,U,1,0,0,0,0,0
25810,,0,0,0,0,0,1
25811,,0,0,0,0,0,1
25812,G,0,0,1,0,0,0
25813,R,0,1,0,0,0,0
25817,W,0,0,0,1,0,0
25818,BGR,0,1,1,0,1,0
25831,G,0,0,1,0,0,0
25837,W,0,0,0,1,0,0
25844,W,0,0,0,1,0,0
25848,,0,0,0,0,0,1
25854,B,0,0,0,0,1,0
25857,U,1,0,0,0,0,0
25860,B,0,0,0,0,1,0
25861,R,0,1,0,0,0,0
25863,B,0,0,0,0,1,0
25867,R,0,1,0,0,0,0
25868,R,0,1,0,0,0,0
25870,U,1,0,0,0,0,0
25871,U,1,0,0,0,0,0
25873,B,0,0,0,0,1,0
25877,R,0,1,0,0,0,0
25883,G,0,0,1,0,0,0
25884,G,0,0,1,0,0,0
25889,,0,0,0,0,0,1
25891,U,1,0,0,0,0,0
25892,B,0,0,0,0,1,0
25893,,0,0,0,0,0,1
25895,G,0,0,1,0,0,0
25896,U,1,0,0,0,0,0
25897,U,1,0,0,0,0,0
25900,B,0,0,0,0,1,0
25902,W,0,0,0,1,0,0
25906,U,1,0,0,0,0,0
25909,W,0,0,0,1,0,0
25910,BR,0,1,0,0,1,0
25915,RU,1,1,0,0,0,0
25916,W,0,0,0,1,0,0
25918,R,0,1,0,0,0,0
25919,R,0,1,0,0,0,0
25921,G,0,0,1,0,0,0
25922,B,0,0,0,0,1,0
25924,U,1,0,0,0,0,0
25928,R,0,1,0,0,0,0
25931,G,0,0,1,0,0,0
25933,GR,0,1,1,0,0,0
25934,,0,0,0,0,0,1
25938,B,0,0,0,0,1,0
25939,W,0,0,0,1,0,0
25945,,0,0,0,0,0,1
25947,G,0,0,1,0,0,0
25949,B,0,0,0,0,1,0
25956,GRW,0,1,1,1,0,0
25957,GW,0,0,1,1,0,0
25959,B,0,0,0,0,1,0
25961,U,1,0,0,0,0,0
25962,U,1,0,0,0,0,0
25965,G,0,0,1,0,0,0
25966,G,0,0,1,0,0,0
25972,B,0,0,0,0,1,0
25974,,0,0,0,0,0,1
25975,W,0,0,0,1,0,0
25978,R,0,1,0,0,0,0
25979,R,0,1,0,0,0,0
25982,,0,0,0,0,0,1
25983,B,0,0,0,0,1,0
25986,B,0,0,0,0,1,0
25988,W,0,0,0,1,0,0
25990,B,0,0,0,0,1,0
25991,U,1,0,0,0,0,0
25993,UW,1,0,0,1,0,0
25995,GU,1,0,1,0,0,0
25996,BG,0,0,1,0,1,0
25998,U,1,0,0,0,0,0
26000,B,0,0,0,0,1,0
26001,U,1,0,0,0,0,0
26009,B,0,0,0,0,1,0
26011,W,0,0,0,1,0,0
26014,GW,0,0,1,1,0,0
26017,U,1,0,0,0,0,0
26022,BG,0,0,1,0,1,0
26023,W,0,0,0,1,0,0
26024,U,1,0,0,0,0,0
26030,G,0,0,1,0,0,0
26031,B,0,0,0,0,1,0
26032,G,0,0,1,0,0,0
26035,R,0,1,0,0,0,0
26036,W,0,0,0,1,0,0
26039,G,0,0,1,0,0,0
26040,U,1,0,0,0,0,0
26042,,0,0,0,0,0,1
26045,B,0,0,0,0,1,0
26046,G,0,0,1,0,0,0
26047,W,0,0,0,1,0,0
26048,U,1,0,0,0,0,0
26049,,0,0,0,0,0,1
26052,B,0,0,0,0,1,0
26055,W,0,0,0,1,0,0
26059,G,0,0,1,0,0,0
26060,G,0,0,1,0,0,0
26064,RW,0,1,0,1,0,0
26066,R,0,1,0,0,0,0
26069,G,0,0,1,0,0,0
26073,,0,0,0,0,0,1
26075,,0,0,0,0,0,1
26083,BU,1,0,0,0,1,0
26084,,0,0,0,0,0,1
26088,BU,1,0,0,0,1,0
26090,,0,0,0,0,0,1
26091,U,1,0,0,0,0,0
26093,GW,0,0,1,1,0,0
26094,BW,0,0,0,1,1,0
26101,R,0,1,0,0,0,0
26105,B,0,0,0,0,1,0
26106,R,0,1,0,0,0,0
26112,G,0,0,1,0,0,0
26113,G,0,0,1,0,0,0
26115,,0,0,0,0,0,1
26128,W,0,0,0,1,0,0
26131,B,0,0,0,0,1,0
26136,W,0,0,0,1,0,0
26137,,0,0,0,0,0,1
26139,,0,0,0,0,0,1
26140,B,0,0,0,0,1,0
26142,,0,0,0,0,0,1
26143,U,1,0,0,0,0,0
26144,B,0,0,0,0,1,0
26145,G,0,0,1,0,0,0
26150,G,0,0,1,0,0,0
26152,B,0,0,0,0,1,0
26158,,0,0,0,0,0,1
26159,W,0,0,0,1,0,0
26161,,0,0,0,0,0,1
26162,R,0,1,0,0,0,0
26163,W,0,0,0,1,0,0
26165,R,0,1,0,0,0,0
26166,G,0,0,1,0,0,0
26168,B,0,0,0,0,1,0
26169,BU,1,0,0,0,1,0
26170,R,0,1,0,0,0,0
26171,B,0,0,0,0,1,0
26173,B,0,0,0,0,1,0
26176,,0,0,0,0,0,1
26179,R,0,1,0,0,0,0
26180,U,1,0,0,0,0,0
26182,R,0,1,0,0,0,0
26184,G,0,0,1,0,0,0
26187,B,0,0,0,0,1,0
26188,R,0,1,0,0,0,0
26197,G,0,0,1,0,0,0
26205,G,0,0,1,0,0,0
26206,U,1,0,0,0,0,0
26207,W,0,0,0,1,0,0
26214,UW,1,0,0,1,0,0
26218,R,0,1,0,0,0,0
26225,G,0,0,1,0,0,0
26230,W,0,0,0,1,0,0
26239,W,0,0,0,1,0,0
26241,G,0,0,1,0,0,0
26249,G,0,0,1,0,0,0
26253,GR,0,1,1,0,0,0
26255,W,0,0,0,1,0,0
26258,W,0,0,0,1,0,0
26263,W,0,0,0,1,0,0
26267,R,0,1,0,0,0,0
26270,GW,0,0,1,1,0,0
26271,U,1,0,0,0,0,0
26280,G,0,0,1,0,0,0
26283,U,1,0,0,0,0,0
26284,R,0,1,0,0,0,0
26289,U,1,0,0,0,0,0
26292,GW,0,0,1,1,0,0
26298,G,0,0,1,0,0,0
26299,,0,0,0,0,0,1
26301,G,0,0,1,0,0,0
26302,W,0,0,0,1,0,0
26304,W,0,0,0,1,0,0
26309,GRW,0,1,1,1,0,0
26312,,0,0,0,0,0,1
26313,U,1,0,0,0,0,0
26318,BU,1,0,0,0,1,0
26321,R,0,1,0,0,0,0
26327,B,0,0,0,0,1,0
26329,G,0,0,1,0,0,0
26330,G,0,0,1,0,0,0
26334,G,0,0,1,0,0,0
26335,U,1,0,0,0,0,0
26343,W,0,0,0,1,0,0
26344,U,1,0,0,0,0,0
26346,B,0,0,0,0,1,0
26348,U,1,0,0,0,0,0
26350,,0,0,0,0,0,1
26356,W,0,0,0,1,0,0
26358,B,0,0,0,0,1,0
26364,U,1,0,0,0,0,0
26365,G,0,0,1,0,0,0
26367,G,0,0,1,0,0,0
26369,G,0,0,1,0,0,0
26371,,0,0,0,0,0,1
26373,U,1,0,0,0,0,0
26376,GUW,1,0,1,1,0,0
26379,R,0,1,0,0,0,0
26381,G,0,0,1,0,0,0
26382,G,0,0,1,0,0,0
26387,GUW,1,0,1,1,0,0
26388,G,0,0,1,0,0,0
26394,G,0,0,1,0,0,0
26395,RU,1,1,0,0,0,0
26397,W,0,0,0,1,0,0
26398,U,1,0,0,0,0,0
26402,W,0,0,0,1,0,0
26403,R,0,1,0,0,0,0
26405,,0,0,0,0,0,1
26412,U,1,0,0,0,0,0
26414,GR,0,1,1,0,0,0
26420,BG,0,0,1,0,1,0
26422,U,1,0,0,0,0,0
26423,W,0,0,0,1,0,0
26430,,0,0,0,0,0,1
26432,G,0,0,1,0,0,0
26434,W,0,0,0,1,0,0
26435,W,0,0,0,1,0,0
26439,B,0,0,0,0,1,0
26446,,0,0,0,0,0,1
26447,RU,1,1,0,0,0,0
26455,W,0,0,0,1,0,0
26456,U,1,0,0,0,0,0
26457,B,0,0,0,0,1,0
26459,B,0,0,0,0,1,0
26463,R,0,1,0,0,0,0
26465,BW,0,0,0,1,1,0
26468,R,0,1,0,0,0,0
26469,RU,1,1,0,0,0,0
26472,G,0,0,1,0,0,0
26473,R,0,1,0,0,0,0
26475,U,1,0,0,0,0,0
26480,U,1,0,0,0,0,0
26481,W,0,0,0,1,0,0
26483,GUW,1,0,1,1,0,0
26486,G,0,0,1,0,0,0
26491,G,0,0,1,0,0,0
26493,G,0,0,1,0,0,0
26494,G,0,0,1,0,0,0
26496,B,0,0,0,0,1,0
26501,,0,0,0,0,0,1
26502,R,0,1,0,0,0,0
26504,R,0,1,0,0,0,0
26506,R,0,1,0,0,0,0
