,types
30162,['Creature']
30165,['Creature']
30166,['Creature']
30167,['Sorcery']
30168,['Enchantment']
30172,['Creature']
30173,['Enchantment']
30174,['Enchantment']
30177,['Creature']
30182,['Instant']
30183,['Token' 'Creature']
30184,['Sorcery']
30188,['Creature']
30190,['Creature']
30191,['Artifact' 'Creature']
30195,['Enchantment']
30198,['Enchantment']
30206,['Artifact']
30207,['Card']
30209,['Creature']
30210,['Sorcery']
30211,['Creature']
30214,['Sorcery']
30216,['Token' 'Artifact' 'Creature']
30220,['Instant']
30222,['Creature']
30224,['Card']
30228,['Artifact']
30234,['Creature']
30236,['Creature']
30241,['Enchantment' 'Creature']
30243,['Creature']
30248,['Instant']
30250,['Card']
30252,['Creature']
30254,['Artifact']
30256,['Creature']
30257,['Creature']
30262,['Creature']
30267,['Sorcery']
30268,['Creature']
30269,['Creature']
30270,['Creature']
30271,['Instant']
30272,['Creature']
30273,['Sorcery']
30274,['Artifact']
30276,['Creature']
30277,['Instant']
30283,['Enchantment']
30285,['Artifact']
30288,['Creature']
30296,['Sorcery']
30301,['Enchantment']
30302,['Creature']
30307,['Creature']
30315,['Sorcery']
30316,['Enchantment']
30317,['Sorcery']
30318,['Creature']
30319,['Creature']
30323,['Creature']
30336,['Enchantment']
30338,['Sorcery']
30342,['Creature']
30347,['Creature']
30348,['Creature']
30356,['Instant']
30358,['Artifact' 'Creature']
30359,['Card']
30360,['Artifact' 'Creature']
30364,['Creature']
30366,['Sorcery']
30373,['Artifact']
30374,['Enchantment' 'Creature']
30375,['Instant']
30381,['Instant']
30395,['Enchantment']
30397,['Creature']
30399,['Instant']
30400,['Creature']
30401,['Sorcery']
30402,['Creature']
30403,['Sorcery']
30405,['Creature']
30413,['Enchantment']
30418,['Sorcery']
30423,['Creature']
30425,['Enchantment']
30431,['Artifact']
30432,['Creature']
30436,['Planeswalker']
30437,['Token' 'Creature']
30442,['Creature']
30443,['Creature']
30445,['Artifact']
30447,['Sorcery']
30448,['Creature']
30454,['Sorcery']
30461,['Creature']
30470,['Instant']
30472,['Token' 'Creature']
30476,['Instant']
30479,['Sorcery']
30481,['Artifact' 'Creature']
30484,['Creature']
30486,['Creature']
30487,['Artifact']
30489,['Artifact' 'Creature']
30490,['Artifact']
30493,['Card']
30498,['Creature']
30499,['Creature']
30502,['Creature']
30506,['Creature']
30507,['Sorcery']
30508,['Creature']
30509,['Instant']
30510,['Enchantment']
30515,['Artifact' 'Creature']
30516,['Creature']
30520,['Creature']
30521,['Creature']
30523,['Card']
30524,['Artifact' 'Creature']
30528,['Creature']
30529,['Land']
30531,['Creature']
30532,['Creature']
30534,['Creature']
30538,['Creature']
30539,['Creature']
30544,['Creature']
30545,['Creature']
30549,['Creature']
30550,['Creature']
30556,['Land']
30557,['Artifact']
30560,['Enchantment']
30566,['Creature']
30568,['Instant']
30574,['Sorcery']
30575,['Creature']
30577,['Artifact']
30578,['Sorcery']
30582,['Instant']
30584,['Instant']
30590,['Creature']
30594,['Enchantment']
30595,['Creature']
30602,['Enchantment']
30605,['Sorcery']
30608,['Creature']
30612,['Artifact']
30617,['Scheme']
30619,['Instant']
30620,['Stickers']
30621,['Instant']
30631,['Sorcery']
30632,['Creature']
30635,['Card']
30644,['Land']
30646,['Creature']
30647,['Land']
30648,['Artifact' 'Creature']
30651,['Creature']
30653,['Creature']
30655,['Enchantment']
30656,['Instant']
30663,['Creature']
30664,['Creature']
30666,['Creature']
30668,['Creature']
30673,['Creature']
30684,['Creature']
30685,['Enchantment']
30688,['Card']
30689,['Artifact']
30690,['Creature']
30691,['Enchantment']
30693,['Sorcery']
30695,['Creature']
30701,['Creature']
30703,['Creature']
30704,['Creature']
30706,['Creature']
30709,['Instant']
30710,['Enchantment']
30712,['Creature']
30713,['Card']
30714,['Sorcery']
30723,['Enchantment']
30724,['Artifact' 'Creature']
30725,['Sorcery']
30726,['Enchantment']
30732,['Creature']
30734,['Creature']
30735,['Creature']
30740,['Creature']
30743,['Card']
30746,['Creature']
30748,['Card']
30751,['Enchantment']
30752,['Creature']
30754,['Artifact']
30759,['Artifact']
30760,['Land']
30762,['Creature']
30764,['Planeswalker']
30767,['Land']
30768,['Artifact']
30780,['Instant']
30781,['Enchantment']
30782,['Creature']
30784,['Creature']
30788,['Creature']
30789,['Land']
30794,['Creature']
30795,['Creature']
30798,['Card']
30799,['Creature']
30802,['Artifact']
30803,['Creature']
30805,['Instant']
30807,['Creature']
30808,['Instant']
30811,['Plane']
30814,['Creature']
30819,['Instant']
30820,['Enchantment']
30822,['Enchantment']
30824,['Sorcery']
30827,['Sorcery']
30832,['Instant']
30833,['Creature']
30837,['Artifact' 'Creature']
30838,['Hero']
30839,['Creature']
30844,['Creature']
30849,['Artifact']
30852,['Creature']
30853,['Creature']
30855,['Sorcery']
30856,['Sorcery']
30857,['Sorcery']
30859,['Creature']
30865,['Sorcery']
30866,['Creature']
30870,['Creature']
30872,['Artifact']
30877,['Token' 'Creature']
30878,['Creature']
30879,['Creature']
30881,['Creature']
30884,['Sorcery']
30893,['Creature']
30897,['Enchantment']
30899,['Creature']
30901,['Creature']
30902,['Instant']
30903,['Creature']
30904,['Creature']
30906,['Creature']
30907,['Emblem']
30908,['Creature']
30909,['Sorcery']
30921,['Enchantment']
30924,['Creature']
30926,['Creature']
30928,['Creature']
30929,['Creature']
30932,['Creature']
30936,['Creature']
30938,['Enchantment']
30940,['Creature']
30946,['Artifact']
30950,['Enchantment']
30954,['Sorcery']
30963,['Creature']
30964,['Sorcery']
30968,['Creature']
30972,['Artifact']
30974,['Creature']
30977,['Creature']
30978,['Creature']
30979,['Card']
30996,['Land']
30999,['Enchantment']
31000,['Creature']
31004,['Creature']
31010,['Creature']
31011,['Creature']
31015,['Creature']
31016,['Sorcery']
31025,['Sorcery']
31027,['Token' 'Creature']
31028,['Creature']
31030,['Sorcery']
31033,['Sorcery']
31040,['Instant']
31043,['Creature']
31044,['Enchantment']
31045,['Land']
31049,['Sorcery']
31051,['Creature']
31054,['Creature']
31056,['Artifact']
31057,['Token' 'Creature']
31062,['Card']
31064,['Artifact' 'Creature']
31066,['Artifact']
31067,['Sorcery']
31068,['Sorcery']
31070,['Creature']
31071,['Creature']
31077,['Creature']
31084,['Creature']
31087,['Artifact']
31090,['Creature']
31091,['Creature']
31092,['Creature']
31093,['Artifact' 'Creature']
31094,['Creature']
31097,['Creature']
31098,['Sorcery']
31099,['Sorcery']
31104,['Creature']
31108,['Enchantment']
31109,['Creature']
31112,['Sorcery']
31113,['Artifact']
31115,['Creature']
31118,['Creature']
31119,['Sorcery']
31120,['Creature']
31122,['Token' 'Creature']
31123,['Enchantment']
31125,['Creature']
31127,['Creature']
31130,['Instant']
31133,['Creature']
31134,['Creature']
31137,['Creature']
31138,['Creature']
31145,['Creature']
31148,['Enchantment']
31150,['Creature']
31153,['Enchantment']
31154,['Creature']
31157,['Creature']
31158,['Creature']
31164,['Artifact' 'Creature']
31168,['Planeswalker']
31170,['Instant']
31172,['Sorcery']
31173,['Creature']
31186,['Artifact']
31187,['Creature']
31191,['Card']
31192,['Creature']
31196,['Card']
31197,['Creature']
31198,['Creature']
31199,['Instant']
31201,['Creature']
31206,['Creature']
31208,['Creature']
31213,['Enchantment' 'Creature']
31215,['Creature']
31217,['Artifact']
31218,['Artifact']
31220,['Creature']
31221,['Artifact']
31223,['Creature']
31227,['Land']
31230,['Instant']
31231,['Instant']
31234,['Instant']
31236,['Land']
31239,['Creature']
31245,['Creature']
31251,['Creature']
31255,['Enchantment']
31258,['Creature']
31259,['Creature']
31261,['Sorcery']
31262,['Artifact']
31265,['Creature']
31270,['Creature']
31273,['Creature']
31274,['Plane']
31275,['Creature']
31277,['Creature']
31286,['Creature']
31287,['Land']
31289,['Artifact']
31291,['Creature']
31295,['Instant']
31297,['Instant']
31300,['Creature']
31302,['Creature']
31307,['Creature']
31309,['Sorcery']
31316,['Creature']
31318,['Creature']
31319,['Creature']
31321,['Creature']
31327,['Creature']
31334,['Creature']
31335,['Instant']
31338,['Instant']
31340,['Creature']
31342,['Creature']
31345,['Artifact' 'Creature']
31346,['Creature']
31347,['Creature']
31350,['Tribal' 'Instant']
31355,['Instant']
31356,['Enchantment' 'Creature']
31362,['Instant']
31364,['Enchantment']
31365,['Enchantment']
31383,['Creature']
31384,['Instant']
31385,['Instant']
31386,['Land']
31387,['Creature']
31390,['Creature']
31392,['Creature']
31397,['Creature']
31403,['Creature']
31407,['Vanguard']
31410,['Instant']
31414,['Creature']
31417,['Emblem']
31418,['Enchantment']
31419,['Instant']
31420,['Creature']
31422,['Creature']
31424,['Creature']
31429,['Creature']
31431,['Sorcery']
31432,['Creature']
31434,['Enchantment']
31437,['Creature']
31443,['Creature']
31444,['Creature']
31445,['Creature']
31448,['Sorcery']
31449,['Creature']
31451,['Creature']
31456,['Artifact' 'Creature']
31459,['Sorcery']
31467,['Creature']
31468,['Creature']
31474,['Enchantment']
31477,['Creature']
31479,['Creature']
31481,['Creature']
31485,['Instant']
31490,['Creature']
31493,['Sorcery']
31495,['Instant']
31496,['Sorcery']
31497,['Artifact']
31503,['Plane']
31508,['Creature']
31510,['Enchantment']
31511,['Instant']
31512,['Sorcery']
31516,['Creature']
31519,['Land']
31524,['Creature']
31536,['Land']
31539,['Creature']
31542,['Card']
31549,['Creature']
31551,['Creature']
31553,['Creature']
31559,['Creature']
31560,['Creature']
31561,['Creature']
31564,['Creature']
31566,['Creature']
31570,['Creature']
31571,['Creature']
31577,['Artifact']
31583,['Enchantment']
31586,['Creature']
31592,['Sorcery']
31596,['Creature']
31600,['Card']
31607,['Creature']
31613,['Sorcery']
31622,['Instant']
31625,['Creature']
31626,['Creature']
31631,['Instant']
31632,['Enchantment' 'Creature']
31639,['Creature']
31641,['Creature']
31643,['Sorcery']
31644,['Enchantment']
31646,['Creature']
31650,['Artifact']
31653,['Card']
31662,['Stickers']
31666,['Creature']
31670,['Enchantment']
31673,['Card']
31674,['Creature']
31678,['Instant']
31679,['Creature']
31680,['Planeswalker']
31683,['Token' 'Creature']
31684,['Artifact']
31685,['Creature']
31688,['Sorcery']
31694,['Creature']
31701,['Creature']
31706,['Artifact']
31707,['Artifact']
31708,['Creature']
31710,['Card']
31711,['Creature']
31712,['Enchantment']
31715,['Artifact' 'Creature']
31717,['Enchantment']
31720,['Creature']
31724,['Creature']
31726,['Creature']
31727,['Creature']
31731,['Creature']
31735,['Enchantment']
31738,['Enchantment']
31740,['Creature']
31742,['Creature']
31745,['Creature']
31751,['Conspiracy']
31758,['Creature']
31761,['Plane']
31762,['Sorcery']
31768,['Creature']
31771,['Creature']
31776,['Instant']
31780,['Enchantment']
31784,['Creature']
31787,['Instant']
31788,['Enchantment']
31789,['Creature']
31790,['Enchantment']
31791,['Land']
31792,['Creature']
31795,['Creature']
31799,['Artifact' 'Creature']
31800,['Scheme']
31804,['Creature']
31808,['Creature']
31809,['Enchantment']
31811,['Creature']
31813,['Scheme']
31815,['Instant']
31820,['Enchantment']
31822,['Artifact']
31823,['Card']
31825,['Creature']
31826,['Artifact' 'Creature']
31830,['Token' 'Elite' 'Creature']
31841,['Card']
31844,['Creature']
31845,['Artifact']
31849,['Enchantment']
31854,['Enchantment']
31858,['Instant']
31866,['Creature']
31868,['Creature']
31871,['Creature']
31875,['Planeswalker']
31881,['Sorcery']
31885,['Creature']
31887,['Creature']
31895,['Creature']
31896,['Planeswalker']
31899,['Instant']
31901,['Enchantment' 'Creature']
31903,['Creature']
31910,['Creature']
31916,['Creature']
31919,['Sorcery']
31921,['Stickers']
31922,['Enchantment']
31924,['Sorcery']
31926,['Enchantment']
31931,['Instant']
31934,['Instant']
31935,['Creature']
31940,['Creature']
31941,['Artifact']
31945,['Creature']
31951,['Creature']
31952,['Creature']
31954,['Creature']
31959,['Creature']
31965,['Card']
31968,['Creature']
31969,['Creature']
31970,['Land']
31972,['Emblem']
31973,['Sorcery']
31988,['Creature']
31989,['Creature']
31990,['Enchantment']
31992,['Creature']
31993,['Instant']
31994,['Creature']
32006,['Instant']
32011,['Creature']
32013,['Instant']
32015,['Enchantment']
32016,['Creature']
32022,['Creature']
32023,['Creature']
32024,['Stickers']
32026,['Enchantment']
32027,['Creature']
32028,['Artifact']
32029,['Instant']
32030,['Card']
32031,['Card']
32032,['Enchantment']
32033,['Card']
32034,['Emblem']
32035,['Artifact']
32038,['Card']
32042,['Creature']
32050,['Sorcery']
32051,['Creature']
32054,['Creature']
32055,['Creature']
32057,['Card']
32058,['Creature']
32059,['Enchantment' 'Creature']
32060,['Creature']
32061,['Token' 'Creature']
32065,['Card']
32066,['Creature']
32070,['Instant']
32071,['Instant']
32074,['Creature']
32076,['Creature']
32079,['Instant']
32080,['Sorcery']
32082,['Artifact']
32083,['Sorcery']
32085,['Creature']
32087,['Creature']
32088,['Sorcery']
32091,['Creature']
32092,['Creature']
32097,['Artifact' 'Creature']
32100,['Creature']
32101,['Creature']
32102,['Creature']
32104,['Planeswalker']
32105,['Creature']
32106,['Artifact']
32110,['Enchantment']
32111,['Enchantment']
32112,['Instant']
32114,['Creature']
32119,['Enchantment']
32120,['Conspiracy']
32121,['Sorcery']
32122,['Artifact']
32124,['Creature']
32125,['Artifact']
32132,['Creature']
32135,['Creature']
32142,['Creature']
32145,['Creature']
32149,['Artifact']
32151,['Plane']
32161,['Creature']
32162,['Enchantment']
32168,['Creature']
32170,['Enchantment']
32172,['Creature']
32176,['Enchantment']
32179,['Artifact' 'Creature']
32180,['Creature']
32183,['Token' 'Creature']
32187,['Instant']
32194,['Sorcery']
32201,['Sorcery']
32204,['Creature']
32206,['Creature']
32208,['Creature']
32209,['Creature']
32210,['Enchantment']
32215,['Artifact']
32222,['Creature']
32224,['Creature']
32225,['Creature']
32226,['Creature']
32230,['Card']
32231,['Instant']
32232,['Creature']
32241,['Creature']
32243,['Sorcery']
32257,['Tribal' 'Instant']
32259,['Sorcery']
32264,['Sorcery']
32267,['Creature']
32270,['Creature']
32275,['Sorcery']
32278,['Creature']
32279,['Land']
32280,['Artifact']
32284,['Instant']
32286,['Enchantment']
32287,['Creature']
32288,['Instant']
32292,['Instant']
32300,['Creature']
32301,['Sorcery']
32304,['Artifact']
32306,['Sorcery']
32309,['Creature']
32313,['Creature']
32315,['Instant']
32323,['Creature']
32327,['Creature']
32329,['Card']
32337,['Creature']
32339,['Instant']
32341,['Card']
32342,['Enchantment']
32344,['Instant']
32351,['Artifact']
32352,['Creature']
32357,['Creature']
32359,['Creature']
32360,['Creature']
32361,['Instant']
32364,['Sorcery']
32365,['Creature']
32370,['Creature']
32372,['Enchantment']
32376,['Creature']
32377,['Artifact']
32380,['Creature']
32382,['Sorcery']
32394,['Artifact']
32396,['Land']
32397,['Artifact']
32398,['Enchantment']
32405,['Creature']
32409,['Creature']
32413,['Enchantment']
32415,['Enchantment']
32430,['Creature']
32435,['Creature']
32436,['Instant']
32438,['Creature']
32441,['Creature']
32443,['Creature']
32444,['Instant']
32448,['Instant']
32449,['Creature']
32460,['Enchantment' 'Creature']
32463,['Creature']
32464,['Enchantment']
32465,['Creature']
32470,['Creature']
32472,['Creature']
32473,['Sorcery']
32475,['Artifact']
32477,['Enchantment']
32478,['Artifact']
32481,['Creature']
32485,['Creature']
32489,['Instant']
32491,['Creature']
32497,['Creature']
32499,['Artifact' 'Creature']
32502,['Artifact']
32503,['Sorcery']
32506,['Creature']
32508,['Land']
32509,['Creature']
32511,['Sorcery']
32512,['Artifact']
32516,['Artifact']
32517,['Instant']
32518,['Planeswalker']
32520,['Creature']
32522,['Creature']
32523,['Creature']
32530,['Instant']
32535,['Creature']
32536,['Creature']
32537,['Card']
32549,['Creature']
32552,['Creature']
32554,['Creature']
32561,['Creature']
32563,['Vanguard']
32572,['Creature']
32586,['Artifact']
32587,['Creature']
32588,['Card']
32589,['Sorcery']
32596,['Instant']
32597,['Instant']
32598,['Enchantment']
32599,['Artifact' 'Creature']
32600,['Creature']
32606,['Instant']
32615,['Artifact']
32619,['Creature']
32622,['Instant']
32633,['Creature']
32638,['Creature']
32644,['Artifact']
32646,['Artifact']
32652,['Sorcery']
32655,['Creature']
32658,['Enchantment']
32662,['Creature']
32667,['Instant']
32671,['Creature']
32672,['Enchantment']
32676,['Artifact']
32682,['Creature']
32685,['Creature']
32686,['Instant']
32687,['Land']
32692,['Creature']
32695,['Creature']
32696,['Creature']
32701,['Creature']
32702,['Creature']
32704,['Artifact']
32705,['Sorcery']
32706,['Card']
32707,['Sorcery']
32709,['Creature']
32712,['Instant']
32713,['Enchantment']
32715,['Creature']
32722,['Creature']
32727,['Enchantment']
32730,['Creature']
32731,['Creature']
32732,['Artifact']
32734,['Artifact']
32735,['Creature']
32739,['Enchantment']
32742,['Creature']
32747,['Card']
32763,['Enchantment']
32767,['Creature']
32771,['Artifact']
32772,['Artifact' 'Creature']
32778,['Sorcery']
32779,['Creature']
32780,['Creature']
32781,['Instant']
32786,['Sorcery']
32787,['Creature']
32789,['Enchantment']
32792,['Creature']
32799,['Creature']
32800,['Enchantment' 'Creature']
32805,['Vanguard']
32808,['Card']
32810,['Emblem']
32813,['Creature']
32814,['Creature']
32819,['Instant']
32821,['Creature']
32823,['Land']
32829,['Creature']
32830,['Enchantment']
32831,['Land']
32832,['Sorcery']
32838,['Creature']
32842,['Instant']
32848,['Creature']
32852,['Creature']
32855,['Stickers']
